Team1Name,Team1Score,Team2Name,Team2Score,Team1MasseyRating,Team2MasseyRating
Houston,78,Oakland,45,25.82056645334507,1.2988617496209411
Indiana,101,WI Milwaukee,70,18.87384006863379,-6.744387041618924
Longwood,82,James Madison,72,-9.004272423423975,-6.42260170209562
Manhattan,79,Utah Tech,75,-15.274581333554556,-3.4850425266828218
Marquette,89,Ark Little Rock,49,6.499579672447203,-13.722529134725532
Marshall,96,Elon,89,0.16629603079518857,-1.7109036279344259
Missouri,83,Minnesota,60,11.56899502860914,10.308552144640325
MTSU,77,Evansville,72,1.2330496506793978,-7.795268693393136
NC State,110,UNC Greensboro,64,21.788929391891067,-12.065434872466879
Nevada,86,S Illinois,81,12.180469852648914,3.3850180919715123
Oklahoma St,94,Prairie View,67,13.86708154452552,-14.826501312313303
Oregon,83,S Dakota St,69,8.997587225487342,-1.4024499716884644
Oregon St,66,North Texas,64,-0.9699153817654318,0.7410214367989679
Pacific,69,Long Beach St,66,4.378468361891341,-4.652494408015093
Samford,93,TX Southern,90,-7.386171296092927,-14.284509430349972
San Diego,78,Idaho,74,-2.184946658816856,-0.860099995525089
San Francisco,80,Portland St,70,6.276755571400898,2.2902438567068213
Seattle,94,E Washington,67,4.296087924139515,-5.263958334345224
South Carolina,81,Presbyterian,61,8.258663769478087,-8.171853518367254
South Dakota,89,Southern Indiana,74,-8.241126626447448,-14.295320327497267
South Florida,100,Coppin St,50,10.967070575235171,-27.640739737591698
St Bonaventure,75,Siena,66,2.3358205694267835,-3.3587700316394775
Stanford,77,Montana St,68,11.495746482735854,1.0473895970912468
Tennessee,99,North Florida,66,22.52532774922322,-15.534483522416355
Texas,93,F Dickinson,58,17.79158970367343,-14.479566581615781
Texas St,80,UT San Antonio,69,-8.993596293102888,-15.648689776756592
TN Martin,78,Bradley,67,-3.7745856292540623,3.590955518992814
Tulsa,88,Oral Roberts,87,12.474016558063923,-11.75823476123825
Utah St,83,Weber St,73,19.392266810705305,-2.4753255840285364
VCU,78,St Peter's,61,12.760710460803173,-6.3187048872930385
Valparaiso,68,Nicholls St,63,0.7826673040916575,-6.207446160282377
Vanderbilt,92,E Kentucky,62,24.154102986278797,-8.312055999179629
Virginia Tech,94,St Joseph's PA,59,13.649896701268442,0.6346552500089729
W Michigan,83,PFW,71,-7.971093026343999,-5.625687252766425
UC San Diego,78,Fresno St,73,3.4181336664537407,4.073803256746674
Alabama A&M,68,Charleston So,64,-12.721138316688517,-6.340856798534731
Columbia,86,MA Lowell,72,-1.1455860463245808,-14.238798983700297
Cornell,97,Lafayette,78,-2.5897361889852073,-12.102088387400759
Grambling,75,Southern Miss,70,-10.144108684165358,-6.948449734643707
Houston Chr,72,ULM,61,-9.978893333224674,-18.229928278847783
Howard,72,Alcorn St,64,-8.060038874832856,-20.10652752334088
Kansas St,99,California,96,10.199483531346415,13.447545319841446
LSU,98,Florida Intl,81,14.712317974153333,-1.0098371649423266
Massachusetts,94,Le Moyne,80,-0.4961988777783989,-9.839160736172351
Michigan St,79,San Jose St,60,24.386031921594633,-3.069027491311642
Purdue,87,Alabama,80,26.152648451209974,22.89926309681164
Seton Hall,70,Monmouth NJ,58,13.61217858159576,-3.848522919496683
South Alabama,66,C Michigan,64,-5.806253567999122,-9.604265919979685
West Virginia,71,Pittsburgh,49,12.114842312208815,8.195075774872146
Wichita St,95,Loyola-Chicago,74,8.433712769495724,-7.919700317024193
St Thomas MN,80,WI Green Bay,61,2.882581967815671,-5.7700409143629
Arizona,69,UCLA,65,29.622564216561056,17.20134853209326
Arkansas,79,Samford,75,21.77145836677927,-7.386171296092927
Baylor,94,Tarleton St,81,15.872210600276453,-2.827342432024417
C Michigan,82,Coppin St,59,-9.604265919979685,-27.640739737591698
Col Charleston,88,S Carolina St,61,-0.4606347634581468,-22.2908843957574
Colorado,97,Providence,88,10.951503521035468,11.241342833123284
Creighton,84,MD E Shore,45,10.984102719717837,-15.28346349833095
Duke,100,Indiana St,62,30.47631292494664,-2.4581456880249015
SIUE,61,Drake,59,-8.17415727893679,0.7544156025781878
Fairfield,73,Stonehill,71,-8.368082465442098,-13.871167902361144
Georgia,92,Georgia Tech,87,20.02973847054447,4.81995930743693
Gonzaga,77,Arizona St,65,26.12679094319873,10.603952967409308
Hampton,72,Brown,63,-8.456384002540549,-9.277418865214003
Hawaii,86,Manhattan,56,8.020968123203241,-15.274581333554556
Hofstra,83,Bucknell,77,2.086644182827586,-13.096288524993339
Illinois,84,Colgate,65,27.558451754312838,-3.5300665357659207
Iona,76,Fordham,71,-5.622253380566301,-0.05904195752884017
Iowa,81,Xavier,62,21.236487010988846,7.778365709841898
IUPUI,90,E Michigan,83,-12.491570369997088,-3.580139516277849
Jacksonville St,74,Coastal Car,67,-4.019877384600862,-7.357081216042199
Kentucky,99,E Illinois,53,20.62694485238151,-12.380585287610003
Loy Marymount,74,Troy,63,1.5500504379175963,0.09710533684838424
McNeese St,88,Louisiana,62,8.413093453200572,-12.137067018502796
Michigan,67,TCU,63,34.00895201746655,14.466735878512502
Mississippi,82,CS Bakersfield,60,10.46160439503338,-10.961124093729158
Montana,90,Cal Poly,82,0.4272721445912008,-6.316796372758351
New Orleans,85,Tulane,63,-3.575655046476065,-1.5078676189201856
North Carolina,97,NC Central,53,20.177147542199364,-16.23054921366116
Northern Iowa,70,Furman,54,5.785582448008606,-2.2995798984529365
Northwestern,81,DePaul,79,11.78237952913321,7.564957311061451
Rhode Island,80,SUNY Albany,61,4.372881568912538,-13.163496176751917
Rice,71,East Texas A&M,64,-4.818057589699624,-10.24868267858815
Rutgers,84,Lehigh,72,2.795178359596027,-10.370556306684765
SF Austin,76,Abilene Chr,66,6.14950134383293,-7.721991269551377
St Mary's CA,80,North Texas,49,16.908220628065287,0.7410214367989679
Texas Tech,80,WI Milwaukee,63,22.11626746517065,-6.744387041618924
Towson,51,Norfolk St,41,-0.5464166889081582,-13.021484758554106
UAB,91,High Point,74,4.233612921761928,7.455157949413491
UC Davis,77,CS Sacramento,73,-0.8434486910801374,-6.393255168038442
UCF,86,Texas A&M,74,15.06572674394935,19.179102352686098
USC,87,Illinois St,67,13.985005389761836,8.933861719167899
Washington,81,Washington St,69,15.817584011338012,4.5380550036221035
Cal Baptist,69,W Illinois,59,2.1953924231003668,-21.1486742641898
Utah Tech,81,MS Valley St,75,-3.4850425266828218,-28.348205063722833
Lindenwood,83,Charleston So,77,-7.15310794555327,-6.340856798534731
West Georgia,100,Citadel,92,-11.903771564516768,-15.588927891729995
Ark Little Rock,68,Ball St,62,-13.722529134725532,-11.502717502859307
Austin Peay,69,UNC Greensboro,63,-0.6575938360595827,-12.065434872466879
Belmont,83,Oral Roberts,60,10.045584450409333,-11.75823476123825
Boise St,62,Montana St,58,13.415037567503262,1.0473895970912468
Boston College,76,Temple,71,3.54890302348592,1.6101601066860876
Connecticut,86,BYU,84,25.10729111927154,22.96623370113013
Davidson,91,Bowling Green,87,6.002686977751972,3.589447698727336
Dayton,91,Bethune-Cookman,82,7.453720484555427,-7.810451810139458
Elon,95,Gardner Webb,84,-1.7109036279344259,-24.646235285714415
ETSU,78,North Alabama,74,1.9085058569619273,-15.019555502687506
FGCU,91,Chattanooga,73,-4.349217773076286,-11.311391432436908
Fresno St,75,Utah Valley,74,4.073803256746674,6.639639918156236
G Washington,96,Old Dominion,73,9.857746736889899,-8.261680554358493
George Mason,61,New Hampshire,44,8.095174888899992,-12.508359622828568
Georgetown,79,Clemson,74,8.097403188054626,17.882590338253785
Harvard,75,Army,52,-1.9259472947129983,-14.42534764296668
Hawaii,68,Utah Tech,62,8.020968123203241,-3.4850425266828218
IL Chicago,67,Chicago St,63,1.7665509943221132,-16.24969652612226
Jacksonville,69,VMI,67,-10.526145762510124,-19.385486784833247
Kansas,76,Princeton,57,23.957485614866563,-5.435545860544262
Kent,102,Cleveland St,95,1.3438007614795435,-10.736414013574178
LIU Brooklyn,88,James Madison,79,-3.546335998209576,-6.42260170209562
Longwood,90,Binghamton,82,-9.004272423423975,-21.707046613042007
Louisiana Tech,68,Jackson St,51,-5.691689472397247,-19.547308217380763
Louisville,106,Ohio,81,24.611732488445927,-2.458559640908652
Loyola MD,74,Stonehill,63,-13.377750243521636,-13.871167902361144
Manhattan,80,MS Valley St,73,-15.274581333554556,-28.348205063722833
Maryland,89,Marquette,82,2.5510536362520244,6.499579672447203
Miami OH,76,Air Force,61,6.878792003107033,-12.735240615401642
Minnesota,72,WI Green Bay,65,10.308552144640325,-5.7700409143629
Mississippi St,75,SE Louisiana,68,8.973566181550307,-8.378711089435738
Murray St,99,Nicholls St,79,7.098433930540837,-6.207446160282377
N Colorado,88,Pepperdine,81,-1.0823524586851767,-5.588454031414728
NE Omaha,90,Southern Utah,85,-6.6809771450146105,-11.107617721609282
Nebraska,105,Oklahoma,99,23.21892114201473,11.432263406894199
New Mexico St,76,New Mexico,68,0.004049809068651347,14.880097023188116
NJIT,93,F Dickinson,81,-14.80646949052454,-14.479566581615781
North Dakota,76,UC Riverside,74,-8.39620613812819,-8.761132749466462
Pacific,85,CS Fullerton,73,4.378468361891341,-2.1915793640363734
Penn St,83,La Salle,69,5.083955436049424,-4.388475820600071
San Francisco,75,Bradley,64,6.276755571400898,3.590955518992814
Santa Clara,98,Nevada,83,16.697031882728538,12.180469852648914
Seattle,83,Idaho St,74,4.296087924139515,-2.6900359146858124
SMU,87,Butler,85,18.858138555743015,12.436267405379676
South Alabama,72,Coppin St,62,-5.806253567999122,-27.640739737591698
St Bonaventure,84,Youngstown St,80,2.3358205694267835,-2.8049667940666527
St John's,93,William & Mary,60,22.387807157714732,1.656572728906202
St Louis,78,Grand Canyon,64,21.74212133595362,11.357472832207115
Syracuse,80,Drexel,50,11.66262825734674,-3.932084854527281
Texas,71,Missouri KC,55,17.79158970367343,-16.661368094073026
Texas St,77,TX Southern,67,-8.993596293102888,-14.284509430349972
Toledo,90,Detroit,83,0.3389247220623984,-7.342812147525938
UC Irvine,79,Weber St,70,3.4963503402669383,-2.4753255840285364
UNC Wilmington,73,SC Upstate,60,2.413830183033299,-9.147789259024785
UT Arlington,67,Missouri St,49,-0.020907387432929244,-2.3667315699870506
UT San Antonio,84,Denver,79,-15.648689776756592,-6.718963056154548
Utah,85,Sam Houston St,79,6.364077339194109,4.794162125506685
Utah St,75,UTEP,51,19.392266810705305,-6.308444347027473
Vanderbilt,104,Ark Pine Bluff,75,24.154102986278797,-13.668354319462967
Vermont,85,Northeastern,74,-5.418090561445725,-6.463460575559628
Villanova,87,Duquesne,77,18.019965533374403,4.686016814942015
Virginia,104,Marshall,78,20.91879714221833,0.16629603079518857
Winthrop,105,Mercer,69,1.3368316881639872,0.5840288415363489
Wofford,94,Bellarmine,86,-5.064308768836391,-9.739354468795353
Wright St,92,Radford,59,1.3021861730347852,-6.409728237299939
Wyoming,93,Portland,56,8.357185218844622,-0.9276049727698782
Yale,86,Stony Brook,79,8.176250244240705,-4.2986893622781555
Merrimack,91,Boston Univ,79,-5.674283720960461,-9.831287835150842
UC San Diego,75,Idaho,67,3.4181336664537407,-0.860099995525089
St Thomas MN,84,SE Missouri St,72,2.882581967815671,-6.757013248262701
Queens NC,81,Sacred Heart,64,-4.175091457795946,-10.913977813629936
Mercyhurst,86,Morgan St,72,-9.513220387331831,-20.00282080703169
New Haven,65,Delaware St,52,-14.029552843602488,-20.10207053375217
Alabama A&M,74,Lindenwood,65,-12.721138316688517,-7.15310794555327
Appalachian St,85,Dartmouth,77,-3.019964221943779,-5.458928015720884
Cincinnati,72,Mt St Mary's,55,12.416982907123183,-11.970313880036324
Cleveland St,87,Radford,82,-10.736414013574178,-6.409728237299939
Colorado St,80,Loyola-Chicago,67,8.035917066741126,-7.919700317024193
CS Northridge,94,Troy,85,-2.1109082342198446,0.09710533684838424
CS Sacramento,64,Presbyterian,62,-6.393255168038442,-8.171853518367254
Fairfield,85,Loyola MD,82,-8.368082465442098,-13.377750243521636
Florida,82,Miami FL,68,26.39081761428366,17.78517891833293
Harvard,56,Marist,54,-1.9259472947129983,-1.1747337528313329
Holy Cross,67,Hampton,61,-13.04688731791795,-8.456384002540549
Houston,73,Auburn,72,25.82056645334507,19.144250770747117
Illinois St,82,Long Beach St,80,8.933861719167899,-4.652494408015093
Indiana,69,Incarnate Word,61,18.87384006863379,-5.547585347287668
Kent,76,Wright St,72,1.3438007614795435,1.3021861730347852
Massachusetts,84,Central Conn,77,-0.4961988777783989,-10.69680210540559
Ohio St,64,Notre Dame,63,16.95643641170654,10.06327913551909
Oklahoma St,85,TAM C. Christi,69,13.86708154452552,-2.5860191794207728
Purdue,97,Akron,79,26.152648451209974,11.189246661258986
Quinnipiac,70,Maine,64,-3.997091735107692,-16.277077360329795
Samford,84,Cent Arkansas,77,-7.386171296092927,-1.5873241521362738
South Dakota,83,W Michigan,78,-8.241126626447448,-7.971093026343999
South Florida,108,Kennesaw,89,10.967070575235171,0.6339937118072055
UMBC,71,Wagner,70,-8.519516689602433,-12.601506934083272
UNLV,92,Memphis,78,3.1267531403743414,7.369641932350132
Valparaiso,68,Bryant,50,0.7826673040916575,-15.975655117989465
Virginia Tech,84,Charlotte,76,13.649896701268442,1.2042231354891468
W Carolina,76,Stetson,65,-9.503110725382177,-14.070523158103668
WKU,95,Tennessee St,82,0.4252617180430557,-7.984243030172132
Wake Forest,109,MA Lowell,75,12.26856625050307,-14.238798983700297
Arizona St,75,Georgia St,62,10.603952967409308,-9.841027531814934
Clemson,81,North Alabama,61,17.882590338253785,-15.019555502687506
Colgate,72,Siena,69,-3.5300665357659207,-3.3587700316394775
Colorado,94,Alabama St,66,10.951503521035468,-13.932727716177093
Drake,71,Col Charleston,62,0.7544156025781878,-0.4606347634581468
Georgia,87,Florida A&M,57,20.02973847054447,-14.958411699952181
Gonzaga,122,Southern Utah,50,26.12679094319873,-11.107617721609282
High Point,93,Canisius,50,7.455157949413491,-17.060558122515523
Iowa St,96,Stonehill,57,28.277104289911488,-13.871167902361144
Kansas St,84,Tulsa,83,10.199483531346415,12.474016558063923
Lamar,79,ULM,66,-2.214271862878108,-18.229928278847783
Loy Marymount,78,UC Santa Barbara,74,1.5500504379175963,3.2846658019866024
Missouri,91,Prairie View,73,11.56899502860914,-14.826501312313303
N Dakota St,92,S Illinois,85,2.046795939331589,3.3850180919715123
NC State,85,VCU,79,21.788929391891067,12.760710460803173
Oregon,87,Oregon St,75,8.997587225487342,-0.9699153817654318
Penn,83,St Joseph's PA,74,-2.0570696017200927,0.6346552500089729
Pittsburgh,84,Bucknell,50,8.195075774872146,-13.096288524993339
Portland St,93,CS Bakersfield,80,2.2902438567068213,-10.961124093729158
Tennessee,91,Rice,66,22.52532774922322,-4.818057589699624
UCF,87,Oakland,83,15.06572674394935,1.2988617496209411
West Virginia,81,Lafayette,59,12.114842312208815,-12.102088387400759
Wisconsin,94,SIUE,69,16.984647164159234,-8.17415727893679
Le Moyne,74,Niagara,68,-9.839160736172351,-16.995194255109116
West Georgia,61,Tennessee Tech,59,-11.903771564516768,-14.281089336240143
Arkansas,84,Winthrop,83,21.77145836677927,1.3368316881639872
Boise St,62,Wichita St,59,13.415037567503262,8.433712769495724
Boston College,63,Hampton,52,3.54890302348592,-8.456384002540549
Brown,68,Holy Cross,49,-9.277418865214003,-13.04688731791795
Buffalo,94,Vermont,90,-1.2829899801500664,-5.418090561445725
California,67,Presbyterian,57,13.447545319841446,-8.171853518367254
Charleston So,103,IUPUI,91,-6.340856798534731,-12.491570369997088
Columbia,54,Boston Univ,49,-1.1455860463245808,-9.831287835150842
Cornell,86,Army,73,-2.5897361889852073,-14.42534764296668
Delaware,81,St Peter's,70,-8.317869143575352,-6.3187048872930385
DePaul,93,Gardner Webb,62,7.564957311061451,-24.646235285714415
Drexel,75,NJIT,43,-3.932084854527281,-14.80646949052454
Duke,78,Kansas,66,30.47631292494664,23.957485614866563
E Michigan,72,Detroit,62,-3.580139516277849,-7.342812147525938
Florida St,87,TN Martin,73,8.465280031603305,-3.7745856292540623
Fresno St,80,SF Austin,78,4.073803256746674,6.14950134383293
George Mason,79,Jacksonville,57,8.095174888899992,-10.526145762510124
Georgia Tech,68,Ga Southern,66,4.81995930743693,-8.452463657169565
Iona,89,Princeton,69,-5.622253380566301,-5.435545860544262
Iowa,99,SE Missouri St,70,21.236487010988846,-6.757013248262701
James Madison,81,Towson,75,-6.42260170209562,-0.5464166889081582
Kent,93,E Kentucky,78,1.3438007614795435,-8.312055999179629
Lehigh,79,St Francis PA,62,-10.370556306684765,-18.95162660287704
LSU,107,Alcorn St,81,14.712317974153333,-20.10652752334088
MD E Shore,83,Longwood,82,-15.28346349833095,-9.004272423423975
Michigan St,83,Kentucky,66,24.386031921594633,20.62694485238151
Minnesota,66,Chicago St,54,10.308552144640325,-16.24969652612226
Mississippi,72,Austin Peay,65,10.46160439503338,-0.6575938360595827
Murray St,89,Ark Little Rock,68,7.098433930540837,-13.722529134725532
NC A&T,79,Morgan St,73,-8.135106985044182,-20.00282080703169
North Carolina,73,Navy,61,20.177147542199364,-2.05716253834581
Northern Iowa,70,N Illinois,57,5.785582448008606,-10.69931700103686
Pepperdine,90,New Orleans,79,-5.588454031414728,-3.575655046476065
Providence,98,New Hampshire,66,11.241342833123284,-12.508359622828568
Rhode Island,86,Yale,77,4.372881568912538,8.176250244240705
Rutgers,80,American Univ,71,2.795178359596027,-6.396969179237704
San Diego,78,Grambling,68,-2.184946658816856,-10.144108684165358
San Francisco,84,Northwestern LA,64,6.276755571400898,-9.19667857822737
Santa Clara,64,Idaho St,55,16.697031882728538,-2.6900359146858124
Seton Hall,68,New Haven,45,13.61217858159576,-14.029552843602488
SMU,106,Ark Pine Bluff,60,18.858138555743015,-13.668354319462967
South Carolina,87,Radford,58,8.258663769478087,-6.409728237299939
Stanford,93,Louisiana,66,11.495746482735854,-12.137067018502796
Syracuse,78,Monmouth NJ,73,11.66262825734674,-3.848522919496683
Texas,99,Rider,65,17.79158970367343,-17.261706725421675
Texas A&M,86,Montana,81,19.179102352686098,0.4272721445912008
Texas St,63,Abilene Chr,49,-8.993596293102888,-7.721991269551377
Troy,108,San Diego St,107,0.09710533684838424,14.954913190967044
UC Davis,75,Nevada,71,-0.8434486910801374,12.180469852648914
UCLA,79,CS Sacramento,48,17.20134853209326,-6.393255168038442
UNC Wilmington,85,East Carolina,60,2.413830183033299,-6.938769569086803
UT Arlington,84,Evansville,76,-0.020907387432929244,-7.795268693393136
Utah,85,PFW,77,6.364077339194109,-5.625687252766425
Washington,99,Southern Univ,93,15.817584011338012,-11.076179678502223
Xavier,99,Old Dominion,69,7.778365709841898,-8.261680554358493
Cal Baptist,80,UC Riverside,57,2.1953924231003668,-8.761132749466462
Air Force,66,Alabama St,64,-12.735240615401642,-13.932727716177093
Alabama,90,Illinois,86,22.89926309681164,27.558451754312838
Arizona,71,Connecticut,67,29.622564216561056,25.10729111927154
Auburn,112,Jackson St,66,19.144250770747117,-19.547308217380763
Belmont,75,Lipscomb,68,10.045584450409333,-2.2704298007365584
